Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Passages,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Treatment,create_date,version
SRR1699931,RNA-Seq,51,241667886,PRJNA269761,SAMN03256568,142409191,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802455,GSM1562444,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562444,single H1 hESC,SRP050992,not sorted,2014-12-09T15:57:00Z,1
SRR1699932,RNA-Seq,51,197660751,PRJNA269761,SAMN03256718,116785559,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802456,GSM1562445,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562445,single H1 hESC,SRP050992,not sorted,2014-12-09T15:57:00Z,1
SRR1699933,RNA-Seq,51,208099482,PRJNA269761,SAMN03256565,122971801,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802457,GSM1562446,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562446,single H1 hESC,SRP050992,not sorted,2014-12-09T15:57:00Z,1
SRR1699934,RNA-Seq,51,276648837,PRJNA269761,SAMN03256639,163577523,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802458,GSM1562447,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562447,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699935,RNA-Seq,51,310346679,PRJNA269761,SAMN03256593,196771211,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX802459,GSM1562448,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562448,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699936,RNA-Seq,51,155451213,PRJNA269761,SAMN03256662,100281406,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802460,GSM1562449,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562449,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699937,RNA-Seq,51,229091847,PRJNA269761,SAMN03256695,158882008,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX802461,GSM1562450,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562450,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699938,RNA-Seq,51,214787826,PRJNA269761,SAMN03256682,129292883,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802462,GSM1562451,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562451,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699939,RNA-Seq,51,193757670,PRJNA269761,SAMN03256607,135221394,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX802463,GSM1562452,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562452,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699940,RNA-Seq,51,240639318,PRJNA269761,SAMN03256553,148547594,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX802464,GSM1562453,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562453,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699941,RNA-Seq,51,206701572,PRJNA269761,SAMN03256663,145098156,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802465,GSM1562454,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562454,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699942,RNA-Seq,51,235781007,PRJNA269761,SAMN03256485,162376951,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802466,GSM1562455,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562455,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699943,RNA-Seq,51,219300969,PRJNA269761,SAMN03256688,138508408,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802467,GSM1562456,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562456,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699944,RNA-Seq,51,265526808,PRJNA269761,SAMN03256636,160486584,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802468,GSM1562457,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562457,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699945,RNA-Seq,51,286115355,PRJNA269761,SAMN03256632,189459443,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX802469,GSM1562458,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562458,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699946,RNA-Seq,51,299330883,PRJNA269761,SAMN03256672,186845963,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802470,GSM1562459,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562459,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699947,RNA-Seq,51,239066631,PRJNA269761,SAMN03256578,160529083,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802471,GSM1562460,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562460,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699948,RNA-Seq,51,204155346,PRJNA269761,SAMN03256694,120774379,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX802472,GSM1562461,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562461,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699949,RNA-Seq,51,243835947,PRJNA269761,SAMN03256703,144503582,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX802473,GSM1562462,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562462,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699950,RNA-Seq,51,280030749,PRJNA269761,SAMN03256561,166753105,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX802474,GSM1562463,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562463,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699951,RNA-Seq,51,348320820,PRJNA269761,SAMN03256487,203744095,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX802475,GSM1562464,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562464,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699952,RNA-Seq,51,319391427,PRJNA269761,SAMN03256520,188405226,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX802476,GSM1562465,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562465,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699953,RNA-Seq,51,270131904,PRJNA269761,SAMN03256714,165393337,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802477,GSM1562466,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562466,single H1 hESC,SRP050992,not sorted,2014-12-09T15:58:00Z,1
SRR1699954,RNA-Seq,51,406503507,PRJNA269761,SAMN03256654,242944942,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802478,GSM1562467,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562467,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699955,RNA-Seq,51,244146843,PRJNA269761,SAMN03256545,160702163,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802479,GSM1562468,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562468,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699956,RNA-Seq,51,424276599,PRJNA269761,SAMN03256590,254437979,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802480,GSM1562469,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562469,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699957,RNA-Seq,51,240071127,PRJNA269761,SAMN03256706,161246937,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802481,GSM1562470,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562470,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699958,RNA-Seq,51,361876110,PRJNA269761,SAMN03256556,217521378,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802482,GSM1562471,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562471,single H1 hESC,SRP050992,not sorted,2014-12-09T16:00:00Z,1
SRR1699959,RNA-Seq,51,346135674,PRJNA269761,SAMN03256668,202892879,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX802483,GSM1562472,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562472,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699960,RNA-Seq,51,187759458,PRJNA269761,SAMN03256681,115276790,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802484,GSM1562473,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562473,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699961,RNA-Seq,51,321202998,PRJNA269761,SAMN03256511,191061459,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX802485,GSM1562474,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562474,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699962,RNA-Seq,51,251544444,PRJNA269761,SAMN03256669,147360016,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX802486,GSM1562475,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562475,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699963,RNA-Seq,51,312666822,PRJNA269761,SAMN03256501,187822373,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802487,GSM1562476,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562476,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699964,RNA-Seq,51,270576012,PRJNA269761,SAMN03256579,161048192,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX802488,GSM1562477,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562477,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699965,RNA-Seq,51,327188205,PRJNA269761,SAMN03256643,196478252,human embryonic stem cells,GEO,public,"""fastq_sra_run.zq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802489,GSM1562478,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562478,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699966,RNA-Seq,51,369980928,PRJNA269761,SAMN03256534,222941027,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802490,GSM1562479,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562479,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699967,RNA-Seq,51,296905629,PRJNA269761,SAMN03256609,178429732,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802491,GSM1562480,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562480,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699968,RNA-Seq,51,288998487,PRJNA269761,SAMN03256541,179877779,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX802492,GSM1562481,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562481,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699969,RNA-Seq,51,557997477,PRJNA269761,SAMN03256621,330622222,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX802493,GSM1562482,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562482,single H1 hESC,SRP050992,not sorted,2014-12-09T16:01:00Z,1
SRR1699970,RNA-Seq,51,167273421,PRJNA269761,SAMN03256499,101896985,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX802494,GSM1562483,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562483,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699971,RNA-Seq,51,342827202,PRJNA269761,SAMN03256547,201447938,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802495,GSM1562484,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562484,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699972,RNA-Seq,51,275374704,PRJNA269761,SAMN03256677,160861466,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX802496,GSM1562485,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562485,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699973,RNA-Seq,51,365851305,PRJNA269761,SAMN03256497,215381574,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX802497,GSM1562486,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562486,single H1 hESC,SRP050992,not sorted,2014-12-09T16:01:00Z,1
SRR1699974,RNA-Seq,51,413465976,PRJNA269761,SAMN03256637,240553480,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX802498,GSM1562487,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562487,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699975,RNA-Seq,51,301009854,PRJNA269761,SAMN03256544,178563997,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802499,GSM1562488,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562488,single H1 hESC,SRP050992,not sorted,2014-12-09T15:59:00Z,1
SRR1699976,RNA-Seq,51,330248970,PRJNA269761,SAMN03256546,195682368,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX802500,GSM1562489,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562489,single H1 hESC,SRP050992,not sorted,2014-12-09T16:00:00Z,1
SRR1699977,RNA-Seq,51,457552059,PRJNA269761,SAMN03256591,275510384,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX802501,GSM1562490,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562490,single H1 hESC,SRP050992,not sorted,2014-12-09T16:03:00Z,1
SRR1699978,RNA-Seq,51,503279424,PRJNA269761,SAMN03256503,301672463,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX802502,GSM1562491,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562491,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1699979,RNA-Seq,51,449080755,PRJNA269761,SAMN03256645,269569136,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""s3_gs_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX802503,GSM1562492,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562492,single H1 hESC,SRP050992,not sorted,2014-12-09T16:01:00Z,1
SRR1699980,RNA-Seq,51,551446221,PRJNA269761,SAMN03256691,329041617,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802504,GSM1562493,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562493,single H1 hESC,SRP050992,not sorted,2014-12-09T16:01:00Z,1
SRR1699981,RNA-Seq,51,651995118,PRJNA269761,SAMN03256598,384787753,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",SRX802505,GSM1562494,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562494,single H1 hESC,SRP050992,not sorted,2014-12-09T16:01:00Z,1
SRR1699982,RNA-Seq,51,213906495,PRJNA269761,SAMN03256548,126257467,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX802506,GSM1562495,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562495,single H1 hESC,SRP050992,not sorted,2014-12-09T16:00:00Z,1
SRR1699983,RNA-Seq,51,284110239,PRJNA269761,SAMN03256494,170878436,human embryonic stem cells,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802507,GSM1562496,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562496,single H1 hESC,SRP050992,not sorted,2014-12-09T16:01:00Z,1
SRR1699984,RNA-Seq,51,383304321,PRJNA269761,SAMN03256710,225851141,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX802508,GSM1562497,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562497,single H1 hESC,SRP050992,not sorted,2014-12-09T16:02:00Z,1
SRR1699985,RNA-Seq,51,205667751,PRJNA269761,SAMN03256701,125007051,human embryonic stem cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX802509,GSM1562498,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562498,single H1 hESC,SRP050992,not sorted,2014-12-09T16:00:00Z,1
SRR1699986,RNA-Seq,51,283411182,PRJNA269761,SAMN03256631,167457738,human embryonic stem cells,GEO,public,"""sra_fastq_run.zq""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX802510,GSM1562499,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562499,single H1 hESC,SRP050992,not sorted,2014-12-09T16:01:00Z,1
SRR1699987,RNA-Seq,51,351725988,PRJNA269761,SAMN03256697,209081549,human embryonic stem cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX802511,GSM1562500,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562500,single H1 hESC,SRP050992,not sorted,2014-12-09T16:01:00Z,1
SRR1699988,RNA-Seq,51,323894115,PRJNA269761,SAMN03256685,195671721,human embryonic stem cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX802512,GSM1562501,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,30-35,ILLUMINA,2015-06-24T00:00:00Z,GSM1562501,single H1 hESC,SRP050992,not sorted,2014-12-09T16:01:00Z,1
