Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,STRAIN,cross,Tissue
SRR805357,RNA-Seq,53,962657868,PRJNA195938,SAMN01997466,947897088,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",Late blastocyst cell (100-102h post-fertilization),SRX259289,GSM1112674,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112674,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805358,RNA-Seq,53,1337289269,PRJNA195938,SAMN01997467,1203405096,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",Late blastocyst cell (100-102h post-fertilization),SRX259290,GSM1112675,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112675,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805359,RNA-Seq,53,975593684,PRJNA195938,SAMN01997468,904276203,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",Late blastocyst cell (100-102h post-fertilization),SRX259291,GSM1112676,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112676,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805360,RNA-Seq,53,206726076,PRJNA195938,SAMN01997469,189943589,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",Late blastocyst cell (100-102h post-fertilization),SRX259292,GSM1112677,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112677,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805361,RNA-Seq,53,950839822,PRJNA195938,SAMN01997470,872920427,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",Late blastocyst cell (100-102h post-fertilization),SRX259293,GSM1112678,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112678,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805362,RNA-Seq,53,256549415,PRJNA195938,SAMN01997471,233352889,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",Late blastocyst cell (100-102h post-fertilization),SRX259294,GSM1112679,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112679,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805363,RNA-Seq,53,1049429839,PRJNA195938,SAMN01997472,960806854,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",Late blastocyst cell (100-102h post-fertilization),SRX259295,GSM1112680,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112680,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805364,RNA-Seq,53,1017178862,PRJNA195938,SAMN01997473,934450856,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",Late blastocyst cell (100-102h post-fertilization),SRX259296,GSM1112681,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112681,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805365,RNA-Seq,53,938785184,PRJNA195938,SAMN01997474,888537184,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",Late blastocyst cell (100-102h post-fertilization),SRX259297,GSM1112682,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112682,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805366,RNA-Seq,53,1308060087,PRJNA195938,SAMN01997475,1156237431,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",Late blastocyst cell (100-102h post-fertilization),SRX259298,GSM1112683,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112683,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805367,RNA-Seq,53,1046863685,PRJNA195938,SAMN01997476,1010613024,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",Late blastocyst cell (100-102h post-fertilization),SRX259299,GSM1112684,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112684,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805368,RNA-Seq,53,920884434,PRJNA195938,SAMN01997477,919932310,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",Late blastocyst cell (100-102h post-fertilization),SRX259300,GSM1112685,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112685,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805369,RNA-Seq,53,958176400,PRJNA195938,SAMN01997478,934067812,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",Late blastocyst cell (100-102h post-fertilization),SRX259301,GSM1112686,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112686,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805370,RNA-Seq,53,1136013819,PRJNA195938,SAMN01997479,1053512978,GEO,public,"""fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",Late blastocyst cell (100-102h post-fertilization),SRX259302,GSM1112687,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112687,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805371,RNA-Seq,53,1385660567,PRJNA195938,SAMN01997480,1300766584,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",Late blastocyst cell (100-102h post-fertilization),SRX259303,GSM1112688,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112688,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805372,RNA-Seq,53,1444168009,PRJNA195938,SAMN01997481,1381999289,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",Late blastocyst cell (100-102h post-fertilization),SRX259304,GSM1112689,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112689,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805373,RNA-Seq,53,966881491,PRJNA195938,SAMN01997482,856417171,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",Late blastocyst cell (100-102h post-fertilization),SRX259305,GSM1112690,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112690,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805374,RNA-Seq,53,953198004,PRJNA195938,SAMN01997483,914085875,GEO,public,"""sra_fastq""","""ncbi_gs_s3""","""gs.US_ncbi.public_s3.us-east-1""",Late blastocyst cell (100-102h post-fertilization),SRX259306,GSM1112691,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112691,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805375,RNA-Seq,53,1615204044,PRJNA195938,SAMN01997484,1465343971,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",Late blastocyst cell (100-102h post-fertilization),SRX259307,GSM1112692,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112692,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805376,RNA-Seq,53,991931093,PRJNA195938,SAMN01997485,913219735,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",Late blastocyst cell (100-102h post-fertilization),SRX259308,GSM1112693,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112693,Late blastocyst cell (100-102h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805377,RNA-Seq,53,935696026,PRJNA195938,SAMN01997486,727393192,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",Mid 2-cell stage blastomere (34-40h post-fertilization),SRX259309,GSM1112694,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112694,Mid 2-cell stage blastomere (34-40h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805378,RNA-Seq,53,863970119,PRJNA195938,SAMN01997487,661888358,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",Mid 2-cell stage blastomere (34-40h post-fertilization),SRX259310,GSM1112695,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112695,Mid 2-cell stage blastomere (34-40h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805379,RNA-Seq,53,683700424,PRJNA195938,SAMN01997488,535253632,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",Mid 2-cell stage blastomere (34-40h post-fertilization),SRX259311,GSM1112696,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112696,Mid 2-cell stage blastomere (34-40h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805380,RNA-Seq,53,909213516,PRJNA195938,SAMN01997489,703113498,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",Mid 2-cell stage blastomere (34-40h post-fertilization),SRX259312,GSM1112697,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112697,Mid 2-cell stage blastomere (34-40h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805381,RNA-Seq,53,807197897,PRJNA195938,SAMN01997490,857138853,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",Mid 2-cell stage blastomere (34-40h post-fertilization),SRX259313,GSM1112698,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112698,Mid 2-cell stage blastomere (34-40h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805382,RNA-Seq,53,1062287374,PRJNA195938,SAMN01997491,1111100995,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",Mid 2-cell stage blastomere (34-40h post-fertilization),SRX259314,GSM1112699,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112699,Mid 2-cell stage blastomere (34-40h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805383,RNA-Seq,46,526153520,PRJNA195938,SAMN01997492,465074627,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",Mid 2-cell stage blastomere (34-40h post-fertilization),SRX259315,GSM1112700,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112700,Mid 2-cell stage blastomere (34-40h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805384,RNA-Seq,46,558773408,PRJNA195938,SAMN01997493,498036806,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",Mid 2-cell stage blastomere (34-40h post-fertilization),SRX259316,GSM1112701,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112701,Mid 2-cell stage blastomere (34-40h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805385,RNA-Seq,46,590289986,PRJNA195938,SAMN01997494,521084166,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",Mid 2-cell stage blastomere (34-40h post-fertilization),SRX259317,GSM1112702,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112702,Mid 2-cell stage blastomere (34-40h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805386,RNA-Seq,46,599437224,PRJNA195938,SAMN01997495,540530706,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",Mid 2-cell stage blastomere (34-40h post-fertilization),SRX259318,GSM1112703,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112703,Mid 2-cell stage blastomere (34-40h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805387,RNA-Seq,46,493968194,PRJNA195938,SAMN01997496,436392950,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",Mid 2-cell stage blastomere (34-40h post-fertilization),SRX259319,GSM1112704,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112704,Mid 2-cell stage blastomere (34-40h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805388,RNA-Seq,46,998241446,PRJNA195938,SAMN01997497,875103763,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",Mid 2-cell stage blastomere (34-40h post-fertilization),SRX259320,GSM1112705,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112705,Mid 2-cell stage blastomere (34-40h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805389,RNA-Seq,53,965225188,PRJNA195938,SAMN01997498,803105710,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259321,GSM1112706,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112706,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805390,RNA-Seq,53,1113334960,PRJNA195938,SAMN01997499,901093102,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259322,GSM1112707,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112707,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805391,RNA-Seq,53,1089787007,PRJNA195938,SAMN01997500,872504488,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""gs.US_ncbi.public_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259323,GSM1112708,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112708,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805392,RNA-Seq,53,1105113441,PRJNA195938,SAMN01997501,889795860,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259324,GSM1112709,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112709,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805393,RNA-Seq,53,910918261,PRJNA195938,SAMN01997502,835046028,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259325,GSM1112710,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112710,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805394,RNA-Seq,53,752983667,PRJNA195938,SAMN01997503,688202909,GEO,public,"""sra_fastq""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259326,GSM1112711,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112711,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805395,RNA-Seq,53,760198875,PRJNA195938,SAMN01997504,699173579,GEO,public,"""fastq_sra""","""s3_gs_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259327,GSM1112712,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112712,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805396,RNA-Seq,53,716327754,PRJNA195938,SAMN01997505,659339503,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259328,GSM1112713,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112713,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805397,RNA-Seq,53,864947863,PRJNA195938,SAMN01997506,809185302,GEO,public,"""sra_fastq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259329,GSM1112714,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112714,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805398,RNA-Seq,53,860947158,PRJNA195938,SAMN01997507,803857285,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259330,GSM1112715,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112715,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805399,RNA-Seq,53,805763876,PRJNA195938,SAMN01997508,685766260,GEO,public,"""fastq_sra""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259331,GSM1112716,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112716,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805400,RNA-Seq,53,832176956,PRJNA195938,SAMN01997509,708718151,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259332,GSM1112717,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112717,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805401,RNA-Seq,53,891346633,PRJNA195938,SAMN01997510,735943255,GEO,public,"""sra_fastq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259333,GSM1112718,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112718,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805402,RNA-Seq,53,736563260,PRJNA195938,SAMN01997511,628409743,GEO,public,"""fastq_sra""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259334,GSM1112719,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112719,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805403,RNA-Seq,53,928689638,PRJNA195938,SAMN01997512,797839236,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",Mid blastocyst cell (92-94h post-fertilization),SRX259335,GSM1112720,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112720,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805404,RNA-Seq,53,790890857,PRJNA195938,SAMN01997513,671446051,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259336,GSM1112721,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112721,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805405,RNA-Seq,53,906823216,PRJNA195938,SAMN01997514,758313027,GEO,public,"""sra_fastq""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259337,GSM1112722,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112722,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805406,RNA-Seq,53,716022633,PRJNA195938,SAMN01997515,611073189,GEO,public,"""fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",Mid blastocyst cell (92-94h post-fertilization),SRX259338,GSM1112723,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112723,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805407,RNA-Seq,53,824734007,PRJNA195938,SAMN01997516,695716572,GEO,public,"""fastq_sra""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259339,GSM1112724,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112724,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
SRR805408,RNA-Seq,53,794241570,PRJNA195938,SAMN01997517,671938746,GEO,public,"""sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",Mid blastocyst cell (92-94h post-fertilization),SRX259340,GSM1112725,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-07-22T00:00:00Z,GSM1112725,Mid blastocyst cell (92-94h post-fertilization),SRP020490,CAST/EiJ(mother) x C57BL/6J(father),first generation cross,-
