Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,facs_sorting,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,PASSAGE,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR2977691,RNA-Seq,51,282750375,PRJNA305280,SAMN04322236,180211283,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467277,not sorted,GSM1965008,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965008,undifferentiated human embryonic stem cells,SRP067036
SRR2977692,RNA-Seq,51,448376445,PRJNA305280,SAMN04322237,284621419,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467278,not sorted,GSM1965009,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965009,undifferentiated human embryonic stem cells,SRP067036
SRR2977693,RNA-Seq,51,328988505,PRJNA305280,SAMN04322238,207439453,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467279,not sorted,GSM1965010,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965010,undifferentiated human embryonic stem cells,SRP067036
SRR2977694,RNA-Seq,51,356194812,PRJNA305280,SAMN04322239,225440361,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467280,not sorted,GSM1965011,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965011,undifferentiated human embryonic stem cells,SRP067036
SRR2977695,RNA-Seq,51,326684580,PRJNA305280,SAMN04322240,207591614,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467281,not sorted,GSM1965012,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965012,undifferentiated human embryonic stem cells,SRP067036
SRR2977696,RNA-Seq,51,360153228,PRJNA305280,SAMN04322241,228175227,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467282,not sorted,GSM1965013,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965013,undifferentiated human embryonic stem cells,SRP067036
SRR2977697,RNA-Seq,51,440267241,PRJNA305280,SAMN04322242,282644150,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467283,not sorted,GSM1965014,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965014,undifferentiated human embryonic stem cells,SRP067036
SRR2977698,RNA-Seq,51,234762792,PRJNA305280,SAMN04322243,151867295,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467284,not sorted,GSM1965015,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965015,undifferentiated human embryonic stem cells,SRP067036
SRR2977699,RNA-Seq,51,395176101,PRJNA305280,SAMN04322244,253015168,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467285,not sorted,GSM1965016,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965016,undifferentiated human embryonic stem cells,SRP067036
SRR2977700,RNA-Seq,51,381703686,PRJNA305280,SAMN04322245,246754537,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467286,not sorted,GSM1965017,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965017,undifferentiated human embryonic stem cells,SRP067036
SRR2977701,RNA-Seq,51,362673954,PRJNA305280,SAMN04322246,232859834,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467287,not sorted,GSM1965018,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965018,undifferentiated human embryonic stem cells,SRP067036
SRR2977702,RNA-Seq,51,416978244,PRJNA305280,SAMN04322247,267323762,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467288,not sorted,GSM1965019,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965019,undifferentiated human embryonic stem cells,SRP067036
SRR2977703,RNA-Seq,51,431443068,PRJNA305280,SAMN04322248,275158198,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467289,not sorted,GSM1965020,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965020,undifferentiated human embryonic stem cells,SRP067036
SRR2977704,RNA-Seq,51,359377824,PRJNA305280,SAMN04322249,235706846,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467290,not sorted,GSM1965021,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965021,undifferentiated human embryonic stem cells,SRP067036
SRR2977705,RNA-Seq,51,422456511,PRJNA305280,SAMN04322163,268217542,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467291,not sorted,GSM1965022,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965022,undifferentiated human embryonic stem cells,SRP067036
SRR2977706,RNA-Seq,51,257026740,PRJNA305280,SAMN04322164,169600376,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467292,not sorted,GSM1965023,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965023,undifferentiated human embryonic stem cells,SRP067036
SRR2977707,RNA-Seq,51,461190756,PRJNA305280,SAMN04322165,292812705,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467293,not sorted,GSM1965024,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965024,undifferentiated human embryonic stem cells,SRP067036
SRR2977708,RNA-Seq,51,304366317,PRJNA305280,SAMN04322166,193850715,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467294,not sorted,GSM1965025,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965025,undifferentiated human embryonic stem cells,SRP067036
SRR2977709,RNA-Seq,51,432727758,PRJNA305280,SAMN04322167,278505488,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467295,not sorted,GSM1965026,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965026,undifferentiated human embryonic stem cells,SRP067036
SRR2977710,RNA-Seq,51,403979721,PRJNA305280,SAMN04322168,259846795,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467296,not sorted,GSM1965027,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965027,undifferentiated human embryonic stem cells,SRP067036
SRR2977711,RNA-Seq,51,373138746,PRJNA305280,SAMN04322250,239130077,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467297,not sorted,GSM1965028,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965028,undifferentiated human embryonic stem cells,SRP067036
SRR2977712,RNA-Seq,51,325678911,PRJNA305280,SAMN04322251,210967939,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467298,not sorted,GSM1965029,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965029,undifferentiated human embryonic stem cells,SRP067036
SRR2977713,RNA-Seq,51,367241004,PRJNA305280,SAMN04322252,236459168,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467299,not sorted,GSM1965030,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965030,undifferentiated human embryonic stem cells,SRP067036
SRR2977714,RNA-Seq,51,379911342,PRJNA305280,SAMN04322169,244839700,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467300,not sorted,GSM1965031,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965031,undifferentiated human embryonic stem cells,SRP067036
SRR2977715,RNA-Seq,51,445834962,PRJNA305280,SAMN04322170,283616481,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467301,not sorted,GSM1965032,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965032,undifferentiated human embryonic stem cells,SRP067036
SRR2977716,RNA-Seq,51,344986695,PRJNA305280,SAMN04322171,227621312,GEO,public,fastq,s3,s3.us-east-1,SRX1467302,not sorted,GSM1965033,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965033,undifferentiated human embryonic stem cells,SRP067036
SRR2977717,RNA-Seq,51,348114576,PRJNA305280,SAMN04322172,221525555,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467303,not sorted,GSM1965034,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965034,undifferentiated human embryonic stem cells,SRP067036
SRR2977718,RNA-Seq,51,434321355,PRJNA305280,SAMN04322173,274923903,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467304,not sorted,GSM1965035,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965035,undifferentiated human embryonic stem cells,SRP067036
SRR2977719,RNA-Seq,51,423168318,PRJNA305280,SAMN04322174,268598883,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467305,not sorted,GSM1965036,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965036,undifferentiated human embryonic stem cells,SRP067036
SRR2977720,RNA-Seq,51,423093603,PRJNA305280,SAMN04322175,270911090,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467306,not sorted,GSM1965037,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965037,undifferentiated human embryonic stem cells,SRP067036
SRR2977721,RNA-Seq,51,421835382,PRJNA305280,SAMN04322176,271259753,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467307,not sorted,GSM1965038,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965038,undifferentiated human embryonic stem cells,SRP067036
SRR2977722,RNA-Seq,51,399270687,PRJNA305280,SAMN04322177,258009562,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467308,not sorted,GSM1965039,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965039,undifferentiated human embryonic stem cells,SRP067036
SRR2977723,RNA-Seq,51,425326944,PRJNA305280,SAMN04322178,272585282,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467309,not sorted,GSM1965040,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965040,undifferentiated human embryonic stem cells,SRP067036
SRR2977724,RNA-Seq,51,396244653,PRJNA305280,SAMN04322179,257615384,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467310,not sorted,GSM1965041,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965041,undifferentiated human embryonic stem cells,SRP067036
SRR2977725,RNA-Seq,51,392943474,PRJNA305280,SAMN04322180,254417133,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467311,not sorted,GSM1965042,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965042,undifferentiated human embryonic stem cells,SRP067036
SRR2977726,RNA-Seq,51,447301569,PRJNA305280,SAMN04322181,288261063,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467312,not sorted,GSM1965043,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965043,undifferentiated human embryonic stem cells,SRP067036
SRR2977727,RNA-Seq,51,298446951,PRJNA305280,SAMN04322182,190554505,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467313,not sorted,GSM1965044,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965044,undifferentiated human embryonic stem cells,SRP067036
SRR2977728,RNA-Seq,51,422220330,PRJNA305280,SAMN04322183,275468816,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467314,not sorted,GSM1965045,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965045,undifferentiated human embryonic stem cells,SRP067036
SRR2977729,RNA-Seq,51,377285301,PRJNA305280,SAMN04322184,239468650,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467315,not sorted,GSM1965046,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965046,undifferentiated human embryonic stem cells,SRP067036
SRR2977730,RNA-Seq,51,152993676,PRJNA305280,SAMN04322185,119112419,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467316,not sorted,GSM1965047,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965047,undifferentiated human embryonic stem cells,SRP067036
SRR2977731,RNA-Seq,51,304863873,PRJNA305280,SAMN04322186,194246359,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467317,not sorted,GSM1965048,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965048,undifferentiated human embryonic stem cells,SRP067036
SRR2977732,RNA-Seq,51,352666989,PRJNA305280,SAMN04322187,227940132,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467318,not sorted,GSM1965049,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965049,undifferentiated human embryonic stem cells,SRP067036
SRR2977733,RNA-Seq,51,335247123,PRJNA305280,SAMN04322188,220338359,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467319,not sorted,GSM1965050,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965050,undifferentiated human embryonic stem cells,SRP067036
SRR2977734,RNA-Seq,51,303529713,PRJNA305280,SAMN04322189,196352861,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467320,not sorted,GSM1965051,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965051,undifferentiated human embryonic stem cells,SRP067036
SRR2977735,RNA-Seq,51,328035825,PRJNA305280,SAMN04322190,211129216,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467321,not sorted,GSM1965052,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965052,undifferentiated human embryonic stem cells,SRP067036
SRR2977736,RNA-Seq,51,307291677,PRJNA305280,SAMN04322191,199192726,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467322,not sorted,GSM1965053,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965053,undifferentiated human embryonic stem cells,SRP067036
SRR2977737,RNA-Seq,51,384302646,PRJNA305280,SAMN04322192,247737913,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467323,not sorted,GSM1965054,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965054,undifferentiated human embryonic stem cells,SRP067036
SRR2977738,RNA-Seq,51,434886078,PRJNA305280,SAMN04321776,278948775,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467324,not sorted,GSM1965055,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965055,undifferentiated human embryonic stem cells,SRP067036
SRR2977739,RNA-Seq,51,129345894,PRJNA305280,SAMN04321777,100147369,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467325,not sorted,GSM1965056,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965056,undifferentiated human embryonic stem cells,SRP067036
SRR2977740,RNA-Seq,51,269343597,PRJNA305280,SAMN04321778,169953212,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467326,not sorted,GSM1965057,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965057,undifferentiated human embryonic stem cells,SRP067036
SRR2977741,RNA-Seq,51,387291858,PRJNA305280,SAMN04321779,246219288,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467327,not sorted,GSM1965058,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965058,undifferentiated human embryonic stem cells,SRP067036
SRR2977742,RNA-Seq,51,482741775,PRJNA305280,SAMN04321780,321014666,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467328,not sorted,GSM1965059,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965059,undifferentiated human embryonic stem cells,SRP067036
SRR2977743,RNA-Seq,51,361335867,PRJNA305280,SAMN04321781,258549101,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467329,not sorted,GSM1965060,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965060,undifferentiated human embryonic stem cells,SRP067036
SRR2977744,RNA-Seq,51,359613087,PRJNA305280,SAMN04321782,223527010,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467330,not sorted,GSM1965061,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965061,undifferentiated human embryonic stem cells,SRP067036
SRR2977745,RNA-Seq,51,376934778,PRJNA305280,SAMN04321783,271091792,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467331,not sorted,GSM1965062,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965062,undifferentiated human embryonic stem cells,SRP067036
SRR2977746,RNA-Seq,51,325854810,PRJNA305280,SAMN04321784,206565957,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467332,not sorted,GSM1965063,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965063,undifferentiated human embryonic stem cells,SRP067036
SRR2977747,RNA-Seq,51,206125221,PRJNA305280,SAMN04321785,146979538,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467333,not sorted,GSM1965064,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965064,undifferentiated human embryonic stem cells,SRP067036
SRR2977748,RNA-Seq,51,399046338,PRJNA305280,SAMN04321786,272563258,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467334,not sorted,GSM1965065,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965065,undifferentiated human embryonic stem cells,SRP067036
SRR2977749,RNA-Seq,51,358954983,PRJNA305280,SAMN04321787,227689206,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467335,not sorted,GSM1965066,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965066,undifferentiated human embryonic stem cells,SRP067036
SRR2977750,RNA-Seq,51,353450043,PRJNA305280,SAMN04321788,216479287,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467336,not sorted,GSM1965067,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965067,undifferentiated human embryonic stem cells,SRP067036
SRR2977751,RNA-Seq,51,218499708,PRJNA305280,SAMN04321789,147765961,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467337,not sorted,GSM1965068,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965068,undifferentiated human embryonic stem cells,SRP067036
SRR2977752,RNA-Seq,51,303052404,PRJNA305280,SAMN04321790,194010391,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467338,not sorted,GSM1965069,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965069,undifferentiated human embryonic stem cells,SRP067036
SRR2977753,RNA-Seq,51,210205986,PRJNA305280,SAMN04321791,143252936,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467339,not sorted,GSM1965070,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965070,undifferentiated human embryonic stem cells,SRP067036
SRR2977754,RNA-Seq,51,336227853,PRJNA305280,SAMN04321792,206072502,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467340,not sorted,GSM1965071,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965071,undifferentiated human embryonic stem cells,SRP067036
SRR2977755,RNA-Seq,51,274804371,PRJNA305280,SAMN04321793,169509846,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467341,not sorted,GSM1965072,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965072,undifferentiated human embryonic stem cells,SRP067036
SRR2977756,RNA-Seq,51,527935935,PRJNA305280,SAMN04321794,322853189,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467342,not sorted,GSM1965073,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965073,undifferentiated human embryonic stem cells,SRP067036
SRR2977757,RNA-Seq,51,526718667,PRJNA305280,SAMN04321795,320861719,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467343,not sorted,GSM1965074,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965074,undifferentiated human embryonic stem cells,SRP067036
SRR2977758,RNA-Seq,51,562125825,PRJNA305280,SAMN04321796,341042938,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467344,not sorted,GSM1965075,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965075,undifferentiated human embryonic stem cells,SRP067036
SRR2977759,RNA-Seq,51,469604889,PRJNA305280,SAMN04321797,291906893,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467345,not sorted,GSM1965076,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965076,undifferentiated human embryonic stem cells,SRP067036
SRR2977760,RNA-Seq,51,627469830,PRJNA305280,SAMN04321798,381222608,GEO,public,"""sra_fastq""",s3,s3.us-east-1,SRX1467346,not sorted,GSM1965077,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965077,undifferentiated human embryonic stem cells,SRP067036
SRR2977761,RNA-Seq,51,420372090,PRJNA305280,SAMN04321799,277832345,GEO,public,"""fastq_sra""",s3,s3.us-east-1,SRX1467347,not sorted,GSM1965078,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,passage 30-35,ILLUMINA,2016-07-22T00:00:00Z,GSM1965078,undifferentiated human embryonic stem cells,SRP067036
