Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type_or_stage,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,create_date,version
SRR3555308,RNA-Seq,192,263181120,PRJNA322308,SAMN05151119,206137756,Definitive endoderm 1,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782102,GSM2170500,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170500,iPSC line TkDA3-4,SRP075475,2016-05-20T14:19:00Z,1
SRR3555309,RNA-Seq,192,169453632,PRJNA322308,SAMN05151120,133105731,Definitive endoderm 1,GEO,public,"""run.zq_fastq_sra""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782103,GSM2170501,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170501,iPSC line TkDA3-4,SRP075475,2016-05-20T14:19:00Z,1
SRR3555310,RNA-Seq,192,332498496,PRJNA322308,SAMN05151121,262443425,Definitive endoderm 1,GEO,public,"""run.zq_fastq_sra""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782104,GSM2170502,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170502,iPSC line TkDA3-4,SRP075475,2016-05-20T14:19:00Z,1
SRR3555311,RNA-Seq,192,290182272,PRJNA322308,SAMN05151122,228876200,Definitive endoderm 1,GEO,public,"""fastq_run.zq_sra""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782105,GSM2170503,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170503,iPSC line TkDA3-4,SRP075475,2016-05-20T14:19:00Z,1
SRR3555312,RNA-Seq,192,413835840,PRJNA322308,SAMN05151123,324994060,Definitive endoderm 1,GEO,public,"""sra_fastq_run.zq""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782106,GSM2170504,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170504,iPSC line TkDA3-4,SRP075475,2016-05-20T14:19:00Z,1
SRR3555313,RNA-Seq,192,375340992,PRJNA322308,SAMN05151124,292482524,Definitive endoderm 1,GEO,public,"""sra_run.zq_fastq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782107,GSM2170505,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170505,iPSC line TkDA3-4,SRP075475,2016-05-20T14:19:00Z,1
SRR3555314,RNA-Seq,192,338047680,PRJNA322308,SAMN05151125,266899689,Definitive endoderm 1,GEO,public,"""fastq_run.zq_sra""","""gs_s3_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782108,GSM2170506,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170506,iPSC line TkDA3-4,SRP075475,2016-05-20T14:19:00Z,1
SRR3555315,RNA-Seq,192,368137920,PRJNA322308,SAMN05151126,288642869,Definitive endoderm 1,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782109,GSM2170507,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170507,iPSC line TkDA3-4,SRP075475,2016-05-20T14:19:00Z,1
SRR3555316,RNA-Seq,192,381436416,PRJNA322308,SAMN05151127,298010620,Definitive endoderm 1,GEO,public,"""fastq_sra_run.zq""","""ncbi_s3_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782110,GSM2170508,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170508,iPSC line TkDA3-4,SRP075475,2016-05-20T14:20:00Z,1
SRR3555317,RNA-Seq,192,348264192,PRJNA322308,SAMN05151128,278136423,Endothelial cells,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782111,GSM2170509,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170509,HUVEC,SRP075475,2016-05-20T14:19:00Z,1
SRR3555318,RNA-Seq,192,461498880,PRJNA322308,SAMN05151129,364346905,Endothelial cells,GEO,public,"""fastq_run.zq_sra""","""s3_gs_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782112,GSM2170510,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170510,HUVEC,SRP075475,2016-05-20T14:19:00Z,1
SRR3555319,RNA-Seq,192,194155776,PRJNA322308,SAMN05151130,155630447,Endothelial cells,GEO,public,"""run.zq_sra""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782113,GSM2170511,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170511,HUVEC,SRP075475,2016-05-20T14:19:00Z,1
SRR3555320,RNA-Seq,192,368458560,PRJNA322308,SAMN05151131,293065830,Endothelial cells,GEO,public,"""run.zq_fastq_sra""","""s3_gs_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782114,GSM2170512,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170512,HUVEC,SRP075475,2016-05-20T14:19:00Z,1
SRR3555321,RNA-Seq,192,433360704,PRJNA322308,SAMN05151132,343828559,Endothelial cells,GEO,public,"""fastq_sra_run.zq""","""ncbi_gs_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782115,GSM2170513,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170513,HUVEC,SRP075475,2016-05-20T14:19:00Z,1
SRR3555322,RNA-Seq,192,240489408,PRJNA322308,SAMN05151133,191385666,Endothelial cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782116,GSM2170514,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170514,HUVEC,SRP075475,2016-05-20T14:19:00Z,1
SRR3555323,RNA-Seq,192,367149696,PRJNA322308,SAMN05151134,291222299,Endothelial cells,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782117,GSM2170515,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170515,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555324,RNA-Seq,192,414652992,PRJNA322308,SAMN05151135,327465289,Endothelial cells,GEO,public,"""run.zq_sra_fastq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782118,GSM2170516,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170516,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555325,RNA-Seq,192,253456320,PRJNA322308,SAMN05151136,203140574,Endothelial cells,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782119,GSM2170517,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170517,HUVEC,SRP075475,2016-05-20T14:19:00Z,1
SRR3555326,RNA-Seq,192,504293184,PRJNA322308,SAMN05151137,399524144,Endothelial cells,GEO,public,"""fastq_sra_run.zq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782120,GSM2170518,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170518,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555327,RNA-Seq,192,636113664,PRJNA322308,SAMN05151138,501608992,Endothelial cells,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782121,GSM2170519,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170519,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555328,RNA-Seq,192,550140864,PRJNA322308,SAMN05151139,433837044,Endothelial cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782122,GSM2170520,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170520,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555329,RNA-Seq,192,552362880,PRJNA322308,SAMN05151140,436603499,Endothelial cells,GEO,public,"""run.zq_fastq_sra""","""gs_s3_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782123,GSM2170521,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170521,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555330,RNA-Seq,192,526291968,PRJNA322308,SAMN05151141,414874049,Endothelial cells,GEO,public,"""run.zq_sra_fastq""","""gs_s3_ncbi""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782124,GSM2170522,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170522,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555331,RNA-Seq,192,408611520,PRJNA322308,SAMN05151399,323379592,Endothelial cells,GEO,public,"""sra_fastq_run.zq""","""s3_gs_ncbi""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782125,GSM2170523,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170523,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555332,RNA-Seq,192,405824832,PRJNA322308,SAMN05151400,320635027,Endothelial cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_gs_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782126,GSM2170524,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170524,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555333,RNA-Seq,192,338091264,PRJNA322308,SAMN05151401,267067746,Endothelial cells,GEO,public,"""sra_run.zq_fastq""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782127,GSM2170525,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170525,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555334,RNA-Seq,192,453317952,PRJNA322308,SAMN05151402,357364440,Endothelial cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782128,GSM2170526,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170526,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555335,RNA-Seq,192,355637952,PRJNA322308,SAMN05151408,279067655,Endothelial cells,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782129,GSM2170527,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170527,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555336,RNA-Seq,192,373549824,PRJNA322308,SAMN05151403,291874079,Endothelial cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_gs_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782130,GSM2170528,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170528,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555337,RNA-Seq,192,554252736,PRJNA322308,SAMN05151404,437248264,Endothelial cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782131,GSM2170529,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170529,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555338,RNA-Seq,192,502753728,PRJNA322308,SAMN05151405,394932348,Endothelial cells,GEO,public,"""fastq_sra_run.zq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782132,GSM2170530,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170530,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555339,RNA-Seq,192,594765696,PRJNA322308,SAMN05151406,468194318,Endothelial cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782133,GSM2170531,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170531,HUVEC,SRP075475,2016-05-20T14:22:00Z,1
SRR3555340,RNA-Seq,192,378180288,PRJNA322308,SAMN05151407,299235711,Endothelial cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782134,GSM2170532,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170532,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555341,RNA-Seq,192,524774400,PRJNA322308,SAMN05151409,411130618,Endothelial cells,GEO,public,"""fastq_sra_run.zq""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782135,GSM2170533,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170533,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555342,RNA-Seq,192,563004480,PRJNA322308,SAMN05151410,441465106,Endothelial cells,GEO,public,"""fastq_run.zq_sra""","""gs_s3_ncbi""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782136,GSM2170534,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170534,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555343,RNA-Seq,192,407697024,PRJNA322308,SAMN05151411,321861136,Endothelial cells,GEO,public,"""fastq_sra_run.zq""","""ncbi_s3_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782137,GSM2170535,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170535,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555344,RNA-Seq,192,390998976,PRJNA322308,SAMN05151412,308686724,Endothelial cells,GEO,public,"""run.zq_sra_fastq""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782138,GSM2170536,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170536,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555345,RNA-Seq,192,552112896,PRJNA322308,SAMN05151413,433501980,Endothelial cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_s3_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782139,GSM2170537,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170537,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555346,RNA-Seq,192,503506944,PRJNA322308,SAMN05151414,390932983,Endothelial cells,GEO,public,"""run.zq_sra_fastq""","""s3_ncbi_gs""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782140,GSM2170538,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170538,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555347,RNA-Seq,192,616451136,PRJNA322308,SAMN05151415,484432221,Endothelial cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782141,GSM2170539,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170539,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555348,RNA-Seq,192,563273856,PRJNA322308,SAMN05151416,442377054,Endothelial cells,GEO,public,"""run.zq_fastq_sra""","""gs_ncbi_s3""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782142,GSM2170540,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170540,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555349,RNA-Seq,192,442904256,PRJNA322308,SAMN05151417,351179535,Endothelial cells,GEO,public,"""run.zq_sra_fastq""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782143,GSM2170541,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170541,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555350,RNA-Seq,192,417244416,PRJNA322308,SAMN05151418,329605333,Endothelial cells,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782144,GSM2170542,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170542,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555351,RNA-Seq,192,343623360,PRJNA322308,SAMN05151419,272336210,Endothelial cells,GEO,public,"""sra_run.zq_fastq""","""ncbi_s3_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782145,GSM2170543,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170543,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555352,RNA-Seq,192,505857216,PRJNA322308,SAMN05151420,397450776,Endothelial cells,GEO,public,"""run.zq_fastq_sra""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782146,GSM2170544,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170544,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555353,RNA-Seq,192,560975808,PRJNA322308,SAMN05151421,440984881,Endothelial cells,GEO,public,"""sra_fastq_run.zq""","""s3_ncbi_gs""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782147,GSM2170545,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170545,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555354,RNA-Seq,192,491021184,PRJNA322308,SAMN05151422,387173402,Endothelial cells,GEO,public,"""sra_fastq_run.zq""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782148,GSM2170546,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170546,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555355,RNA-Seq,192,510683328,PRJNA322308,SAMN05151423,397440310,Endothelial cells,GEO,public,"""sra_run.zq""","""s3_gs_ncbi""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782149,GSM2170547,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170547,HUVEC,SRP075475,2016-05-20T14:22:00Z,1
SRR3555356,RNA-Seq,192,524257728,PRJNA322308,SAMN05151424,414723379,Endothelial cells,GEO,public,"""run.zq_fastq_sra""","""s3_ncbi_gs""","""gs.US_s3.us-east-1_ncbi.public""",SRX1782150,GSM2170548,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170548,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555357,RNA-Seq,192,459427200,PRJNA322308,SAMN05151425,365142410,Endothelial cells,GEO,public,"""sra_run.zq_fastq""","""s3_ncbi_gs""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782151,GSM2170549,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170549,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555358,RNA-Seq,192,573921024,PRJNA322308,SAMN05151426,452946035,Endothelial cells,GEO,public,"""fastq_run.zq_sra""","""ncbi_s3_gs""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782152,GSM2170550,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170550,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555359,RNA-Seq,192,458147328,PRJNA322308,SAMN05151427,360840547,Endothelial cells,GEO,public,"""fastq_run.zq_sra""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782153,GSM2170551,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170551,HUVEC,SRP075475,2016-05-20T14:20:00Z,1
SRR3555360,RNA-Seq,192,431583744,PRJNA322308,SAMN05151428,339002903,Endothelial cells,GEO,public,"""fastq_sra_run.zq""","""gs_ncbi_s3""","""s3.us-east-1_gs.US_ncbi.public""",SRX1782154,GSM2170552,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170552,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555361,RNA-Seq,192,521113536,PRJNA322308,SAMN05150833,413254841,Endothelial cells,GEO,public,"""sra_run.zq_fastq""","""gs_ncbi_s3""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782155,GSM2170553,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170553,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555362,RNA-Seq,192,486217728,PRJNA322308,SAMN05150834,386358524,Endothelial cells,GEO,public,"""sra_fastq_run.zq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782156,GSM2170554,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170554,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555363,RNA-Seq,192,525357504,PRJNA322308,SAMN05150835,415985059,Endothelial cells,GEO,public,"""run.zq_fastq""","""ncbi_gs_s3""","""ncbi.public_gs.US_s3.us-east-1""",SRX1782157,GSM2170555,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170555,HUVEC,SRP075475,-,-
SRR3555364,RNA-Seq,192,504152640,PRJNA322308,SAMN05150836,398850968,Endothelial cells,GEO,public,"""fastq_run.zq_sra""","""s3_ncbi_gs""","""gs.US_ncbi.public_s3.us-east-1""",SRX1782158,GSM2170556,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170556,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555365,RNA-Seq,192,531289536,PRJNA322308,SAMN05150837,411620565,Endothelial cells,GEO,public,"""sra_run.zq_fastq""","""s3_gs_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782159,GSM2170557,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170557,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555366,RNA-Seq,192,595075200,PRJNA322308,SAMN05150844,471854204,Endothelial cells,GEO,public,"""sra_fastq_run.zq""","""gs_s3_ncbi""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782160,GSM2170558,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170558,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555367,RNA-Seq,192,405426240,PRJNA322308,SAMN05150845,322925988,Endothelial cells,GEO,public,"""sra_run.zq_fastq""","""gs_s3_ncbi""","""ncbi.public_s3.us-east-1_gs.US""",SRX1782161,GSM2170559,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170559,HUVEC,SRP075475,2016-05-20T14:21:00Z,1
SRR3555368,RNA-Seq,192,561905472,PRJNA322308,SAMN05150846,438743507,Endothelial cells,GEO,public,"""fastq_sra_run.zq""","""gs_ncbi_s3""","""s3.us-east-1_ncbi.public_gs.US""",SRX1782162,GSM2170560,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2017-02-09T00:00:00Z,GSM2170560,HUVEC,SRP075475,2016-05-20T14:22:00Z,1
